tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
55,helloflight,UA-3925-IAD-ORF,[],[],[],[]
56,helloflight,AA-1733-ORD-PHX,[],[],[],[]
57,helloflight,UA-2830-MCO-CLT,[],[],[],[]
58,helloflight,CO-58-DEN-IAH,[],[],[],[]
59,helloflight,AA-1544-SAN-ORD,[],[],[],[]
60,helloflight,UA-5487-SFO-MRY,[],[],[],[]
61,helloflight,AA-204-LAX-MCO,[],[],[],[]
62,helloflight,UA-414-LAX-SFO,[],[],[],[]
63,helloflight,CO-1614-LAX-IAH,[],[],[],[]
64,helloflight,UA-2726-FLL-PHL,[],[],[],[]
65,helloflight,CO-52-IAH-LAX,[],[],[],[]
66,helloflight,CO-1090-BOS-IAH,[],[],[],[]
67,helloflight,AA-616-DFW-DTW,[],[],[],[]
68,helloflight,UA-3515-IAD-MSP,[],[],[],[]
69,helloflight,AA-3468-CVG-MIA,[],[],[],[]
70,helloflight,AA-484-DFW-MIA,[],[],[],[]
71,helloflight,AA-1886-BOS-MIA,[],[],[],[]
72,helloflight,CO-62-IAH-EWR,[],[],[],[]
73,helloflight,CO-1561-PHX-IAH,[],[],[],[]
74,helloflight,UA-2314-ATL-PHL,[],[],[],[]
75,helloflight,AA-446-DFW-PHL,[],[],[],[]
76,helloflight,CO-1023-IAH-DEN,[],[],[],[]
77,helloflight,AA-466-IAH-MIA,[],[],[],[]
78,helloflight,UA-3050-PHX-CLT,[],[],[],[]
79,helloflight,CO-89-IAH-EWR,[],[],[],[]
80,helloflight,CO-1088-CLE-IAH,[],[],[],[]
81,helloflight,AA-1664-MIA-ATL,[],[],[],[]
82,helloflight,AA-1279-DFW-PHX,[],[],[],[]
83,helloflight,UA-854-SFO-IAH,[],[],[],[]
84,helloflight,UA-382-IAD-LAX,[],[],[],[]
85,helloflight,AA-4344-ORD-DTW,[],[],[],[]
86,helloflight,UA-257-JFK-SFO,[],[],[],[]
87,helloflight,UA-2945-PHL-CLT,[],[],[],[]
88,helloflight,CO-63-EWR-IAH,[],[],[],[]
89,helloflight,CO-47-IAH-LAX,[],[],[],[]
90,helloflight,AA-2050-ORD-MIA,[],[],[],[]
91,helloflight,UA-248-PHX-ORD,[],[],[],[]
92,helloflight,AA-4330-CVG-ORD,[],[],[],[]
93,helloflight,AA-1434-DFW-MCO,[],[],[],[]
94,helloflight,AA-1640-MIA-MCO,[],[],[],[]
95,helloflight,AA-4307-ORD-DTW,[],[],[],[]
96,helloflight,AA-3-JFK-LAX,[],[],[],[]
97,helloflight,CO-1694-LAX-IAH,[],[],[],[]
98,helloflight,UA-843-LAX-ORD,[],[],[],[]
99,helloflight,CO-1193-EWR-MCO,[],[],[],[]
100,helloflight,AA-3842-MSP-ORD,[],[],[],[]
101,helloflight,AA-643-MIA-ORD,[],[],[],[]
102,helloflight,AA-1007-MIA-PHX,[],[],[],[]
103,helloflight,AA-2525-DFW-MIA,[],[],[],[]
104,helloflight,UA-2906-PHL-MCO,[],[],[],[]
105,helloflight,UA-938-DEN-ORD,[],[],[],[]
106,helloflight,AA-1221-MCO-ORD,[],[],[],[]
107,helloflight,CO-16-LAX-EWR,[],[],[],[]
108,helloflight,UA-2515-DFW-CLT,[],[],[],[]
109,helloflight,AA-400-DFW-JFK,[],[],[],[]
110,helloflight,UA-664-ORD-PHL,[],[],[],[]
111,helloflight,AA-3756-ORD-SLC,[],[],[],[]
112,helloflight,UA-37-EWR-MCO,[],[],[],[]
113,helloflight,AA-1522-SFO-ORD,[],[],[],[]
114,helloflight,UA-233-LAX-JFK,[],[],[],[]
115,helloflight,AA-3823-LAX-DEN,[],[],[],[]
116,helloflight,AA-2312-DFW-DTW,[],[],[],[]
117,helloflight,AA-1165-JFK-MIA,[],[],[],[]
118,helloflight,AA-431-MIA-SFO,[],[],[],[]
119,helloflight,UA-3373-IAD-PHL,[],[],[],[]
120,helloflight,AA-649-ORD-SNA,[],[],[],[]
121,helloflight,CO-1250-MIA-IAH,[],[],[],[]
122,helloflight,UA-6273-YYC-SFO,[],[],[],[]
123,helloflight,UA-828-SFO-ORD,[],[],[],[]
124,helloflight,CO-4888-IAH-DAL,[],[],[],[]
125,helloflight,UA-858-PVG-SFO,[],[],[],[]
126,helloflight,UA-2704-DTW-PHX,[],[],[],[]
127,helloflight,AA-3063-SLC-LAX,[],[],[],[]
128,helloflight,UA-2708-EWR-CLT,[],[],[],[]
129,helloflight,UA-62-IAH-EWR,[],[],[],[]
130,helloflight,UA-1500-IAH-GUA,[],[],[],[]
131,helloflight,AA-3804-PHL-ORD,[],[],[],[]
132,helloflight,AA-1917-JFK-MCO,[],[],[],[]
133,helloflight,AA-2268-PHX-ORD,[],[],[],[]
134,helloflight,AA-4277-CVG-JFK,[],[],[],[]
135,helloflight,AA-2957-DFW-CVG,[],[],[],[]
136,helloflight,UA-37-EDI-EWR,[],[],[],[]
137,helloflight,AA-789-ORD-DEN,[],[],[],[]
138,helloflight,AA-415-BOS-ORD,[],[],[],[]
139,helloflight,AA-85-JFK-SFO,[],[],[],[]
140,helloflight,AA-3979-CVG-ORD,[],[],[],[]
141,helloflight,AA-3786-IAH-ORD,[],[],[],[]
142,helloflight,AA-271-MIA-LAX,[],[],[],[]
143,helloflight,CO-50-CLE-EWR,[],[],[],[]
144,helloflight,UA-3099-PHX-PHL,[],[],[],[]
145,helloflight,AA-4198-ORD-CLE,[],[],[],[]
146,helloflight,AA-404-MIA-MCO,[],[],[],[]
147,helloflight,CO-45-EWR-MIA,[],[],[],[]
148,helloflight,AA-3809-PHX-LAX,[],[],[],[]
149,helloflight,AA-59-JFK-SFO,[],[],[],[]
150,helloflight,AA-222-LAX-BOS,[],[],[],[]
151,boston,AA-3859-IAH-ORD,[],[],[],[]
152,boston,CO-1586-IAH-MCO,[],[],[],[]
153,boston,AA-518-MIA-JFK,[],[],[],[]
154,boston,UA-397-JFK-SFO,[],[],[],[]
155,boston,UA-3925-IAD-ORF,[],[],[],[]
156,boston,AA-1733-ORD-PHX,[],[],[],[]
157,boston,AA-3-JFK-LAX,[],[],[],[]
158,boston,UA-2830-MCO-CLT,[],[],[],[]
159,boston,CO-58-DEN-IAH,[],[],[],[]
160,boston,UA-5487-SFO-MRY,[],[],[],[]
161,boston,AA-204-LAX-MCO,[],[],[],[]
162,boston,UA-414-LAX-SFO,[],[],[],[]
163,boston,CO-1614-LAX-IAH,[],[],[],[]
164,boston,UA-2726-FLL-PHL,[],[],[],[]
165,boston,CO-52-IAH-LAX,[],[],[],[]
166,boston,CO-1090-BOS-IAH,[],[],[],[]
167,boston,AA-616-DFW-DTW,[],[],[],[]
168,boston,UA-3515-IAD-MSP,[],[],[],[]
169,boston,AA-3468-CVG-MIA,[],[],[],[]
170,boston,AA-484-DFW-MIA,[],[],[],[]
171,boston,AA-1886-BOS-MIA,[],[],[],[]
172,boston,CO-62-IAH-EWR,[],[],[],[]
173,boston,CO-1561-PHX-IAH,[],[],[],[]
174,boston,UA-2314-ATL-PHL,[],[],[],[]
175,boston,AA-446-DFW-PHL,[],[],[],[]
176,boston,CO-1023-IAH-DEN,[],[],[],[]
177,boston,AA-466-IAH-MIA,[],[],[],[]
178,boston,UA-3050-PHX-CLT,[],[],[],[]
179,boston,CO-89-IAH-EWR,[],[],[],[]
180,boston,CO-1088-CLE-IAH,[],[],[],[]
181,boston,AA-1664-MIA-ATL,[],[],[],[]
182,boston,AA-1279-DFW-PHX,[],[],[],[]
183,boston,UA-854-SFO-IAH,[],[],[],[]
184,boston,UA-382-IAD-LAX,[],[],[],[]
185,boston,AA-4344-ORD-DTW,[],[],[],[]
186,boston,UA-257-JFK-SFO,[],[],[],[]
187,boston,UA-2945-PHL-CLT,[],[],[],[]
188,boston,CO-63-EWR-IAH,[],[],[],[]
189,boston,CO-47-IAH-LAX,[],[],[],[]
190,boston,AA-2050-ORD-MIA,[],[],[],[]
191,boston,UA-248-PHX-ORD,[],[],[],[]
192,boston,AA-4330-CVG-ORD,[],[],[],[]
193,boston,AA-1434-DFW-MCO,[],[],[],[]
194,boston,AA-1640-MIA-MCO,[],[],[],[]
195,boston,AA-4307-ORD-DTW,[],[],[],[]
196,boston,CO-1694-LAX-IAH,[],[],[],[]
197,boston,UA-843-LAX-ORD,[],[],[],[]
198,boston,CO-1193-EWR-MCO,[],[],[],[]
199,boston,AA-3842-MSP-ORD,[],[],[],[]
200,boston,AA-643-MIA-ORD,[],[],[],[]
201,boston,AA-1007-MIA-PHX,[],[],[],[]
202,boston,UA-2906-PHL-MCO,[],[],[],[]
203,boston,UA-938-DEN-ORD,[],[],[],[]
204,boston,AA-1221-MCO-ORD,[],[],[],[]
205,boston,CO-16-LAX-EWR,[],[],[],[]
206,boston,UA-2515-DFW-CLT,[],[],[],[]
207,boston,AA-400-DFW-JFK,[],[],[],[]
208,boston,UA-664-ORD-PHL,[],[],[],[]
209,boston,AA-3756-ORD-SLC,[],[],[],[]
210,boston,UA-37-EWR-MCO,[],[],[],[]
211,boston,AA-1522-SFO-ORD,[],[],[],[]
212,boston,UA-233-LAX-JFK,[],[],[],[]
213,boston,AA-3823-LAX-DEN,[],[],[],[]
214,boston,AA-2312-DFW-DTW,[],[],[],[]
215,boston,AA-1165-JFK-MIA,[],[],[],[]
216,boston,AA-431-MIA-SFO,[],[],[],[]
217,boston,UA-3373-IAD-PHL,[],[],[],[]
218,boston,AA-649-ORD-SNA,[],[],[],[]
219,boston,CO-1250-MIA-IAH,[],[],[],[]
220,boston,UA-6273-YYC-SFO,[],[],[],[]
221,boston,UA-828-SFO-ORD,[],[],[],[]
222,boston,CO-4888-IAH-DAL,[],[],[],[]
223,boston,UA-858-PVG-SFO,[],[],[],[]
224,boston,UA-2704-DTW-PHX,[],[],[],[]
225,boston,AA-3063-SLC-LAX,[],[],[],[]
226,boston,UA-2708-EWR-CLT,[],[],[],[]
227,boston,UA-62-IAH-EWR,[],[],[],[]
228,boston,UA-1500-IAH-GUA,[],[],[],[]
229,boston,AA-3804-PHL-ORD,[],[],[],[]
230,boston,AA-1917-JFK-MCO,[],[],[],[]
231,boston,AA-2268-PHX-ORD,[],[],[],[]
232,boston,AA-4277-CVG-JFK,[],[],[],[]
233,boston,AA-2957-DFW-CVG,[],[],[],[]
234,boston,UA-37-EDI-EWR,[],[],[],[]
235,boston,AA-789-ORD-DEN,[],[],[],[]
236,boston,AA-415-BOS-ORD,[],[],[],[]
237,boston,AA-85-JFK-SFO,[],[],[],[]
238,boston,AA-3979-CVG-ORD,[],[],[],[]
239,boston,AA-1544-SAN-ORD,[],[],[],[]
240,boston,AA-3786-IAH-ORD,[],[],[],[]
241,boston,AA-271-MIA-LAX,[],[],[],[]
242,boston,AA-2525-DFW-MIA,[],[],[],[]
243,boston,CO-50-CLE-EWR,[],[],[],[]
244,boston,UA-3099-PHX-PHL,[],[],[],[]
245,boston,AA-4198-ORD-CLE,[],[],[],[]
246,boston,AA-404-MIA-MCO,[],[],[],[]
247,boston,CO-45-EWR-MIA,[],[],[],[]
248,boston,AA-3809-PHX-LAX,[],[],[],[]
249,boston,AA-59-JFK-SFO,[],[],[],[]
250,boston,AA-222-LAX-BOS,[],[],[],[]
251,weather,AA-3859-IAH-ORD,[],[],[],[]
252,weather,AA-518-MIA-JFK,[],[],[],[]
253,weather,UA-397-JFK-SFO,[],[],[],[]
254,weather,UA-3925-IAD-ORF,[],[],[],[]
255,weather,AA-1733-ORD-PHX,[],[],[],[]
256,weather,AA-1640-MIA-MCO,[],[],[],[]
257,weather,UA-2830-MCO-CLT,[],[],[],[]
258,weather,CO-58-DEN-IAH,[],[],[],[]
259,weather,AA-1544-SAN-ORD,[],[],[],[]
260,weather,UA-5487-SFO-MRY,[],[],[],[]
261,weather,AA-204-LAX-MCO,[],[],[],[]
262,weather,UA-414-LAX-SFO,[],[],[],[]
263,weather,AA-3756-ORD-SLC,[],[],[],[]
264,weather,UA-2726-FLL-PHL,[],[],[],[]
265,weather,CO-1090-BOS-IAH,[],[],[],[]
266,weather,AA-3468-CVG-MIA,[],[],[],[]
267,weather,UA-3515-IAD-MSP,[],[],[],[]
268,weather,AA-484-DFW-MIA,[],[],[],[]
269,weather,CO-62-IAH-EWR,[],[],[],[]
270,weather,AA-446-DFW-PHL,[],[],[],[]
271,weather,AA-466-IAH-MIA,[],[],[],[]
272,weather,UA-3050-PHX-CLT,[],[],[],[]
273,weather,CO-89-IAH-EWR,[],[],[],[]
274,weather,CO-1088-CLE-IAH,[],[],[],[]
275,weather,AA-1886-BOS-MIA,[],[],[],[]
276,weather,AA-1664-MIA-ATL,[],[],[],[]
277,weather,AA-3979-CVG-ORD,[],[],[],[]
278,weather,AA-1279-DFW-PHX,[],[],[],[]
279,weather,CO-1614-LAX-IAH,[],[],[],[]
280,weather,AA-616-DFW-DTW,[],[],[],[]
281,weather,AA-4344-ORD-DTW,[],[],[],[]
282,weather,UA-2945-PHL-CLT,[],[],[],[]
283,weather,AA-2525-DFW-MIA,[],[],[],[]
284,weather,AA-271-MIA-LAX,[],[],[],[]
285,weather,AA-2050-ORD-MIA,[],[],[],[]
286,weather,AA-1434-DFW-MCO,[],[],[],[]
287,weather,CO-1561-PHX-IAH,[],[],[],[]
288,weather,AA-4307-ORD-DTW,[],[],[],[]
289,weather,AA-3-JFK-LAX,[],[],[],[]
290,weather,CO-1694-LAX-IAH,[],[],[],[]
291,weather,UA-843-LAX-ORD,[],[],[],[]
292,weather,CO-1193-EWR-MCO,[],[],[],[]
293,weather,AA-3842-MSP-ORD,[],[],[],[]
294,weather,AA-643-MIA-ORD,[],[],[],[]
295,weather,UA-2906-PHL-MCO,[],[],[],[]
296,weather,UA-938-DEN-ORD,[],[],[],[]
297,weather,AA-1221-MCO-ORD,[],[],[],[]
298,weather,CO-16-LAX-EWR,[],[],[],[]
299,weather,UA-2515-DFW-CLT,[],[],[],[]
300,weather,AA-400-DFW-JFK,[],[],[],[]
301,weather,UA-664-ORD-PHL,[],[],[],[]
302,weather,AA-1522-SFO-ORD,[],[],[],[]
303,weather,UA-233-LAX-JFK,[],[],[],[]
304,weather,AA-3823-LAX-DEN,[],[],[],[]
305,weather,AA-2312-DFW-DTW,[],[],[],[]
306,weather,AA-1165-JFK-MIA,[],[],[],[]
307,weather,AA-431-MIA-SFO,[],[],[],[]
308,weather,UA-257-JFK-SFO,[],[],[],[]
309,weather,UA-3373-IAD-PHL,[],[],[],[]
310,weather,AA-649-ORD-SNA,[],[],[],[]
311,weather,CO-1250-MIA-IAH,[],[],[],[]
312,weather,UA-6273-YYC-SFO,[],[],[],[]
313,weather,UA-858-PVG-SFO,[],[],[],[]
314,weather,UA-2704-DTW-PHX,[],[],[],[]
315,weather,AA-3063-SLC-LAX,[],[],[],[]
316,weather,UA-2708-EWR-CLT,[],[],[],[]
317,weather,UA-62-IAH-EWR,[],[],[],[]
318,weather,AA-3804-PHL-ORD,[],[],[],[]
319,weather,AA-1917-JFK-MCO,[],[],[],[]
320,weather,AA-2268-PHX-ORD,[],[],[],[]
321,weather,UA-2314-ATL-PHL,[],[],[],[]
322,weather,AA-4277-CVG-JFK,[],[],[],[]
323,weather,AA-2957-DFW-CVG,[],[],[],[]
324,weather,UA-37-EDI-EWR,[],[],[],[]
325,weather,AA-789-ORD-DEN,[],[],[],[]
326,weather,UA-854-SFO-IAH,[],[],[],[]
327,weather,AA-415-BOS-ORD,[],[],[],[]
328,weather,AA-85-JFK-SFO,[],[],[],[]
329,weather,AA-3786-IAH-ORD,[],[],[],[]
330,weather,CO-50-CLE-EWR,[],[],[],[]
331,weather,UA-3099-PHX-PHL,[],[],[],[]
332,weather,AA-4198-ORD-CLE,[],[],[],[]
333,weather,AA-404-MIA-MCO,[],[],[],[]
334,weather,CO-45-EWR-MIA,[],[],[],[]
335,weather,AA-3809-PHX-LAX,[],[],[],[]
336,weather,AA-59-JFK-SFO,[],[],[],[]
337,weather,AA-222-LAX-BOS,[],[],[],[]
338,airtravelcenter,AA-3859-IAH-ORD,[],[],[],[]
339,airtravelcenter,CO-1586-IAH-MCO,[],[],[],[]
340,airtravelcenter,AA-518-MIA-JFK,[],[],[],[]
341,airtravelcenter,UA-397-JFK-SFO,[],[],[],[]
342,airtravelcenter,UA-3925-IAD-ORF,[],[],[],[]
343,airtravelcenter,AA-1733-ORD-PHX,[],[],[],[]
344,airtravelcenter,UA-2830-MCO-CLT,[],[],[],[]
345,airtravelcenter,CO-58-DEN-IAH,[],[],[],[]
346,airtravelcenter,AA-1544-SAN-ORD,[],[],[],[]
347,airtravelcenter,UA-5487-SFO-MRY,[],[],[],[]
348,airtravelcenter,AA-204-LAX-MCO,[],[],[],[]
349,airtravelcenter,UA-414-LAX-SFO,[],[],[],[]
350,airtravelcenter,CO-1614-LAX-IAH,[],[],[],[]
351,airtravelcenter,UA-2726-FLL-PHL,[],[],[],[]
352,airtravelcenter,CO-52-IAH-LAX,[],[],[],[]
353,airtravelcenter,CO-1090-BOS-IAH,[],[],[],[]
354,airtravelcenter,AA-616-DFW-DTW,[],[],[],[]
355,airtravelcenter,UA-3515-IAD-MSP,[],[],[],[]
356,airtravelcenter,AA-3468-CVG-MIA,[],[],[],[]
357,airtravelcenter,AA-484-DFW-MIA,[],[],[],[]
358,airtravelcenter,AA-1886-BOS-MIA,[],[],[],[]
359,airtravelcenter,CO-62-IAH-EWR,[],[],[],[]
360,airtravelcenter,CO-1561-PHX-IAH,[],[],[],[]
361,airtravelcenter,UA-2314-ATL-PHL,[],[],[],[]
362,airtravelcenter,AA-446-DFW-PHL,[],[],[],[]
363,airtravelcenter,CO-1023-IAH-DEN,[],[],[],[]
364,airtravelcenter,AA-466-IAH-MIA,[],[],[],[]
365,airtravelcenter,UA-3050-PHX-CLT,[],[],[],[]
366,airtravelcenter,CO-89-IAH-EWR,[],[],[],[]
367,airtravelcenter,CO-1088-CLE-IAH,[],[],[],[]
368,airtravelcenter,AA-1664-MIA-ATL,[],[],[],[]
369,airtravelcenter,AA-1279-DFW-PHX,[],[],[],[]
370,airtravelcenter,UA-854-SFO-IAH,[],[],[],[]
371,airtravelcenter,UA-382-IAD-LAX,[],[],[],[]
372,airtravelcenter,AA-4344-ORD-DTW,[],[],[],[]
373,airtravelcenter,UA-257-JFK-SFO,[],[],[],[]
374,airtravelcenter,UA-2945-PHL-CLT,[],[],[],[]
375,airtravelcenter,CO-63-EWR-IAH,[],[],[],[]
376,airtravelcenter,CO-47-IAH-LAX,[],[],[],[]
377,airtravelcenter,AA-2050-ORD-MIA,[],[],[],[]
378,airtravelcenter,UA-248-PHX-ORD,[],[],[],[]
379,airtravelcenter,AA-4330-CVG-ORD,[],[],[],[]
380,airtravelcenter,AA-1434-DFW-MCO,[],[],[],[]
381,airtravelcenter,AA-1640-MIA-MCO,[],[],[],[]
382,airtravelcenter,AA-4307-ORD-DTW,[],[],[],[]
383,airtravelcenter,AA-3-JFK-LAX,[],[],[],[]
384,airtravelcenter,CO-1694-LAX-IAH,[],[],[],[]
385,airtravelcenter,UA-843-LAX-ORD,[],[],[],[]
386,airtravelcenter,CO-1193-EWR-MCO,[],[],[],[]
387,airtravelcenter,AA-3842-MSP-ORD,[],[],[],[]
388,airtravelcenter,AA-643-MIA-ORD,[],[],[],[]
389,airtravelcenter,AA-1007-MIA-PHX,[],[],[],[]
390,airtravelcenter,AA-2525-DFW-MIA,[],[],[],[]
391,airtravelcenter,UA-2906-PHL-MCO,[],[],[],[]
392,airtravelcenter,UA-938-DEN-ORD,[],[],[],[]
393,airtravelcenter,AA-1221-MCO-ORD,[],[],[],[]
394,airtravelcenter,CO-16-LAX-EWR,[],[],[],[]
395,airtravelcenter,UA-2515-DFW-CLT,[],[],[],[]
396,airtravelcenter,AA-400-DFW-JFK,[],[],[],[]
397,airtravelcenter,UA-664-ORD-PHL,[],[],[],[]
398,airtravelcenter,AA-3756-ORD-SLC,[],[],[],[]
399,airtravelcenter,UA-37-EWR-MCO,[],[],[],[]
400,airtravelcenter,AA-1522-SFO-ORD,[],[],[],[]
401,airtravelcenter,UA-233-LAX-JFK,[],[],[],[]
402,airtravelcenter,AA-3823-LAX-DEN,[],[],[],[]
403,airtravelcenter,AA-2312-DFW-DTW,[],[],[],[]
404,airtravelcenter,AA-1165-JFK-MIA,[],[],[],[]
405,airtravelcenter,AA-431-MIA-SFO,[],[],[],[]
406,airtravelcenter,UA-3373-IAD-PHL,[],[],[],[]
407,airtravelcenter,AA-649-ORD-SNA,[],[],[],[]
408,airtravelcenter,CO-1250-MIA-IAH,[],[],[],[]
409,airtravelcenter,UA-6273-YYC-SFO,[],[],[],[]
410,airtravelcenter,UA-828-SFO-ORD,[],[],[],[]
411,airtravelcenter,CO-4888-IAH-DAL,[],[],[],[]
412,airtravelcenter,UA-858-PVG-SFO,[],[],[],[]
413,airtravelcenter,UA-2704-DTW-PHX,[],[],[],[]
414,airtravelcenter,AA-3063-SLC-LAX,[],[],[],[]
415,airtravelcenter,UA-2708-EWR-CLT,[],[],[],[]
416,airtravelcenter,UA-62-IAH-EWR,[],[],[],[]
417,airtravelcenter,UA-1500-IAH-GUA,[],[],[],[]
418,airtravelcenter,AA-3804-PHL-ORD,[],[],[],[]
419,airtravelcenter,AA-1917-JFK-MCO,[],[],[],[]
420,airtravelcenter,AA-2268-PHX-ORD,[],[],[],[]
421,airtravelcenter,AA-4277-CVG-JFK,[],[],[],[]
422,airtravelcenter,AA-2957-DFW-CVG,[],[],[],[]
423,airtravelcenter,UA-37-EDI-EWR,[],[],[],[]
424,airtravelcenter,AA-789-ORD-DEN,[],[],[],[]
425,airtravelcenter,AA-415-BOS-ORD,[],[],[],[]
426,airtravelcenter,AA-85-JFK-SFO,[],[],[],[]
427,airtravelcenter,AA-3979-CVG-ORD,[],[],[],[]
428,airtravelcenter,AA-3786-IAH-ORD,[],[],[],[]
429,airtravelcenter,AA-271-MIA-LAX,[],[],[],[]
430,airtravelcenter,CO-50-CLE-EWR,[],[],[],[]
431,airtravelcenter,UA-3099-PHX-PHL,[],[],[],[]
432,airtravelcenter,AA-4198-ORD-CLE,[],[],[],[]
433,airtravelcenter,AA-404-MIA-MCO,[],[],[],[]
434,airtravelcenter,CO-45-EWR-MIA,[],[],[],[]
435,airtravelcenter,AA-3809-PHX-LAX,[],[],[],[]
436,airtravelcenter,AA-59-JFK-SFO,[],[],[],[]
437,airtravelcenter,AA-222-LAX-BOS,[],[],[],[]
438,flightview,AA-3859-IAH-ORD,[],[],[],[]
439,flightview,CO-1586-IAH-MCO,[],[],[],[]
440,flightview,AA-518-MIA-JFK,[],[],[],[]
441,flightview,UA-397-JFK-SFO,[],[],[],[]
442,flightview,UA-3925-IAD-ORF,[],[],[],[]
443,flightview,AA-1733-ORD-PHX,[],[],[],[]
444,flightview,AA-3-JFK-LAX,[],[],[],[]
445,flightview,UA-2830-MCO-CLT,[],[],[],[]
446,flightview,CO-58-DEN-IAH,[],[],[],[]
447,flightview,UA-5487-SFO-MRY,[],[],[],[]
448,flightview,AA-204-LAX-MCO,[],[],[],[]
449,flightview,UA-414-LAX-SFO,[],[],[],[]
450,flightview,CO-1614-LAX-IAH,[],[],[],[]
451,flightview,UA-2726-FLL-PHL,[],[],[],[]
452,flightview,CO-52-IAH-LAX,[],[],[],[]
453,flightview,CO-1090-BOS-IAH,[],[],[],[]
454,flightview,AA-616-DFW-DTW,[],[],[],[]
455,flightview,UA-3515-IAD-MSP,[],[],[],[]
456,flightview,AA-3468-CVG-MIA,[],[],[],[]
457,flightview,AA-484-DFW-MIA,[],[],[],[]
458,flightview,AA-1886-BOS-MIA,[],[],[],[]
459,flightview,CO-62-IAH-EWR,[],[],[],[]
460,flightview,CO-1561-PHX-IAH,[],[],[],[]
461,flightview,UA-2314-ATL-PHL,[],[],[],[]
462,flightview,AA-446-DFW-PHL,[],[],[],[]
463,flightview,CO-1023-IAH-DEN,[],[],[],[]
464,flightview,AA-466-IAH-MIA,[],[],[],[]
465,flightview,UA-3050-PHX-CLT,[],[],[],[]
466,flightview,CO-89-IAH-EWR,[],[],[],[]
467,flightview,CO-1088-CLE-IAH,[],[],[],[]
468,flightview,AA-1664-MIA-ATL,[],[],[],[]
469,flightview,AA-1279-DFW-PHX,[],[],[],[]
470,flightview,UA-854-SFO-IAH,[],[],[],[]
471,flightview,UA-382-IAD-LAX,[],[],[],[]
472,flightview,AA-4344-ORD-DTW,[],[],[],[]
473,flightview,UA-257-JFK-SFO,[],[],[],[]
474,flightview,UA-2945-PHL-CLT,[],[],[],[]
475,flightview,CO-63-EWR-IAH,[],[],[],[]
476,flightview,CO-47-IAH-LAX,[],[],[],[]
477,flightview,AA-2050-ORD-MIA,[],[],[],[]
